p,instance,rep,time,iterations,value
1.0,ta021,2,5.0e-5,NA,2795
1.0,ta021,3,4.6e-5,NA,2775
1.0,ta021,4,4.9e-5,NA,2765
1.0,ta021,5,4.1e-5,NA,2753
1.0,ta021,6,4.0e-5,NA,2748
1.0,ta021,7,4.3e-5,NA,2678
1.0,ta021,8,8.7e-5,NA,2678
1.0,ta021,9,6.9e-5,NA,2673
1.0,ta021,10,5.3e-5,NA,2631
1.0,ta021,11,5.2e-5,NA,2615
1.0,ta021,12,4.9e-5,NA,2583
1.0,ta021,13,0.000127,NA,2556
1.0,ta021,14,4.9e-5,NA,2537
1.0,ta021,15,4.5e-5,NA,2462
0.0,ta022,1,8.2e-5,NA,2616
0.0,ta022,2,8.4e-5,NA,2567
0.0,ta022,3,8.4e-5,NA,2556
0.0,ta022,4,8.0e-5,NA,2551
0.0,ta022,5,7.4e-5,NA,2540
0.0,ta022,6,7.5e-5,NA,2305
0.0,ta022,7,8.4e-5,NA,2305
0.0,ta022,8,7.9e-5,NA,2305
0.0,ta022,9,8.1e-5,NA,2296
0.0,ta022,10,0.000144,NA,2296
0.0,ta022,11,8.7e-5,NA,2296
0.0,ta022,12,7.2e-5,NA,2296
0.0,ta022,13,8.3e-5,NA,2296
0.0,ta022,14,7.4e-5,NA,2296
0.0,ta022,15,8.2e-5,NA,2296
0.05,ta022,1,7.5e-5,NA,2611
0.05,ta022,2,4.2e-5,NA,2584
0.05,ta022,3,7.6e-5,NA,2428
0.05,ta022,4,8.7e-5,NA,2385
0.05,ta022,5,8.1e-5,NA,2343
0.05,ta022,6,7.8e-5,NA,2343
0.05,ta022,7,7.9e-5,NA,2316
0.05,ta022,8,8.7e-5,NA,2316
0.05,ta022,9,7.6e-5,NA,2316
0.05,ta022,10,7.3e-5,NA,2316
0.05,ta022,11,7.4e-5,NA,2316
0.05,ta022,12,8.6e-5,NA,2316
0.05,ta022,13,7.6e-5,NA,2311
0.05,ta022,14,8.1e-5,NA,2301
0.05,ta022,15,7.5e-5,NA,2301
0.25,ta022,1,7.2e-5,NA,2671
0.25,ta022,2,4.7e-5,NA,2649
0.25,ta022,3,6.7e-5,NA,2541
0.25,ta022,4,7.8e-5,NA,2452
0.25,ta022,5,4.6e-5,NA,2438
0.25,ta022,6,8.3e-5,NA,2417
0.25,ta022,7,8.5e-5,NA,2412
0.25,ta022,8,7.8e-5,NA,2391
0.25,ta022,9,8.3e-5,NA,2391
0.25,ta022,10,4.0e-5,NA,2385
0.25,ta022,11,8.7e-5,NA,2372
0.25,ta022,12,0.00061,NA,2364
0.25,ta022,13,0.00024,NA,2349
0.25,ta022,14,8.7e-5,NA,2344
0.25,ta022,15,8.6e-5,NA,2341
0.5,ta022,1,7.3e-5,NA,2655
0.5,ta022,2,5.1e-5,NA,2619
0.5,ta022,3,8.8e-5,NA,2602
0.5,ta022,4,7.9e-5,NA,2602
0.5,ta022,5,5.1e-5,NA,2597
0.5,ta022,6,5.6e-5,NA,2584
0.5,ta022,7,6.1e-5,NA,2523
0.5,ta022,8,8.3e-5,NA,2523
0.5,ta022,9,6.4e-5,NA,2504
0.5,ta022,10,8.2e-5,NA,2504
0.5,ta022,11,4.4e-5,NA,2481
0.5,ta022,12,6.0e-5,NA,2356
0.5,ta022,13,4.6e-5,NA,2353
0.5,ta022,14,5.8e-5,NA,2345
0.5,ta022,15,0.000133,NA,2309
0.75,ta022,1,4.8e-5,NA,2698
0.75,ta022,2,4.1e-5,NA,2692
0.75,ta022,3,4.2e-5,NA,2664
0.75,ta022,4,6.7e-5,NA,2597
0.75,ta022,5,8.2e-5,NA,2597
0.75,ta022,6,3.6e-5,NA,2587
0.75,ta022,7,8.1e-5,NA,2587
0.75,ta022,8,8.5e-5,NA,2587
0.75,ta022,9,5.3e-5,NA,2578
0.75,ta022,10,7.9e-5,NA,2578
0.75,ta022,11,8.4e-5,NA,2578
0.75,ta022,12,8.0e-5,NA,2578
0.75,ta022,13,0.000125,NA,2578
0.75,ta022,14,7.8e-5,NA,2573
0.75,ta022,15,8.7e-5,NA,2563
1.0,ta022,1,6.1e-5,NA,2706
1.0,ta022,2,4.7e-5,NA,2697
1.0,ta022,3,5.2e-5,NA,2641
1.0,ta022,4,5.3e-5,NA,2630
1.0,ta022,5,4.6e-5,NA,2624
1.0,ta022,6,8.5e-5,NA,2624
1.0,ta022,7,4.8e-5,NA,2603
1.0,ta022,8,5.6e-5,NA,2602
1.0,ta022,9,4.8e-5,NA,2596
1.0,ta022,10,5.6e-5,NA,2592
1.0,ta022,11,3.9e-5,NA,2560
1.0,ta022,12,5.8e-5,NA,2543
1.0,ta022,13,5.2e-5,NA,2539
1.0,ta022,14,5.3e-5,NA,2511
1.0,ta022,15,4.2e-5,NA,2489
0.0,ta023,1,9.4e-5,NA,2497
0.0,ta023,2,8.7e-5,NA,2489
0.0,ta023,3,8.5e-5,NA,2483
0.0,ta023,4,8.3e-5,NA,2480
0.0,ta023,5,9.0e-5,NA,2477
0.0,ta023,6,8.5e-5,NA,2472
0.0,ta023,7,9.1e-5,NA,2472
0.0,ta023,8,8.3e-5,NA,2421
0.0,ta023,9,0.000139,NA,2421
0.0,ta023,10,8.4e-5,NA,2397
0.0,ta023,11,9.4e-5,NA,2397
0.0,ta023,12,7.8e-5,NA,2397
0.0,ta023,13,8.6e-5,NA,2397
0.0,ta023,14,7.6e-5,NA,2397
0.0,ta023,15,8.5e-5,NA,2397
0.05,ta023,1,7.6e-5,NA,2713
0.05,ta023,2,8.5e-5,NA,2673
0.05,ta023,3,7.6e-5,NA,2650
0.05,ta023,4,8.4e-5,NA,2611
0.05,ta023,5,7.7e-5,NA,2546
0.05,ta023,6,8.5e-5,NA,2546
0.05,ta023,7,7.8e-5,NA,2500
0.05,ta023,8,8.6e-5,NA,2465
0.05,ta023,9,7.8e-5,NA,2465
0.05,ta023,10,8.5e-5,NA,2465
0.05,ta023,11,7.7e-5,NA,2460
0.05,ta023,12,8.4e-5,NA,2460
0.05,ta023,13,0.000127,NA,2460
0.05,ta023,14,8.7e-5,NA,2460
0.05,ta023,15,7.7e-5,NA,2460
0.25,ta023,1,7.5e-5,NA,2726
0.25,ta023,2,4.4e-5,NA,2710
0.25,ta023,3,8.7e-5,NA,2667
0.25,ta023,4,4.4e-5,NA,2624
0.25,ta023,5,5.0e-5,NA,2613
0.25,ta023,6,0.000607,NA,2592
0.25,ta023,7,0.000218,NA,2586
0.25,ta023,8,8.2e-5,NA,2586
0.25,ta023,9,5.3e-5,NA,2576
0.25,ta023,10,8.0e-5,NA,2565
0.25,ta023,11,8.6e-5,NA,2527
0.25,ta023,12,7.8e-5,NA,2527
0.25,ta023,13,8.6e-5,NA,2514
0.25,ta023,14,0.000132,NA,2514
0.25,ta023,15,8.5e-5,NA,2503
0.5,ta023,1,6.1e-5,NA,2624
0.5,ta023,2,8.4e-5,NA,2613
0.5,ta023,3,7.6e-5,NA,2613
0.5,ta023,4,5.4e-5,NA,2570
0.5,ta023,5,6.8e-5,NA,2570
0.5,ta023,6,8.0e-5,NA,2570
0.5,ta023,7,7.9e-5,NA,2568
0.5,ta023,8,7.4e-5,NA,2568
0.5,ta023,9,0.000127,NA,2568
0.5,ta023,10,8.6e-5,NA,2568
0.5,ta023,11,7.6e-5,NA,2568
0.5,ta023,12,4.9e-5,NA,2559
0.5,ta023,13,7.4e-5,NA,2553
0.5,ta023,14,5.6e-5,NA,2522
0.5,ta023,15,7.5e-5,NA,2522
0.75,ta023,1,5.8e-5,NA,2641
0.75,ta023,2,4.3e-5,NA,2621
0.75,ta023,3,4.9e-5,NA,2603
0.75,ta023,4,4.3e-5,NA,2597
0.75,ta023,5,5.1e-5,NA,2577
0.75,ta023,6,5.6e-5,NA,2549
0.75,ta023,7,8.4e-5,NA,2549
0.75,ta023,8,4.4e-5,NA,2522
0.75,ta023,9,4.7e-5,NA,2513
0.75,ta023,10,4.1e-5,NA,2500
0.75,ta023,11,0.000138,NA,2500
0.75,ta023,12,7.8e-5,NA,2500
0.75,ta023,13,8.4e-5,NA,2493
0.75,ta023,14,7.6e-5,NA,2493
0.75,ta023,15,8.3e-5,NA,2493
1.0,ta023,1,4.2e-5,NA,2599
1.0,ta023,2,4.7e-5,NA,2581
1.0,ta023,3,7.5e-5,NA,2581
1.0,ta023,4,4.7e-5,NA,2570
1.0,ta023,5,7.5e-5,NA,2570
1.0,ta023,6,7.4e-5,NA,2556
1.0,ta023,7,0.000104,NA,2543
1.0,ta023,8,8.4e-5,NA,2543
1.0,ta023,9,4.5e-5,NA,2515
1.0,ta023,10,8.6e-5,NA,2515
1.0,ta023,11,7.6e-5,NA,2515
1.0,ta023,12,8.5e-5,NA,2515
1.0,ta023,13,7.7e-5,NA,2515
1.0,ta023,14,8.3e-5,NA,2511
1.0,ta023,15,4.1e-5,NA,2496
0.0,ta024,1,8.4e-5,NA,2672
0.0,ta024,2,7.6e-5,NA,2574
0.0,ta024,3,0.000135,NA,2574
0.0,ta024,4,7.7e-5,NA,2574
0.0,ta024,5,8.4e-5,NA,2574
0.0,ta024,6,7.6e-5,NA,2572
0.0,ta024,7,8.5e-5,NA,2572
0.0,ta024,8,7.7e-5,NA,2546
0.0,ta024,9,8.2e-5,NA,2546
0.0,ta024,10,7.7e-5,NA,2546
0.0,ta024,11,8.5e-5,NA,2546
0.0,ta024,12,7.7e-5,NA,2546
0.0,ta024,13,8.4e-5,NA,2546
0.0,ta024,14,0.000127,NA,2546
0.0,ta024,15,8.4e-5,NA,2546
0.05,ta024,1,7.6e-5,NA,2557
0.05,ta024,2,8.4e-5,NA,2557
0.05,ta024,3,7.6e-5,NA,2557
0.05,ta024,4,8.5e-5,NA,2557
0.05,ta024,5,7.7e-5,NA,2557
0.05,ta024,6,8.5e-5,NA,2557
0.05,ta024,7,0.000125,NA,2557
0.05,ta024,8,7.4e-5,NA,2557
0.05,ta024,9,7.2e-5,NA,2557
0.05,ta024,10,8.4e-5,NA,2557
0.05,ta024,11,8.5e-5,NA,2557
0.05,ta024,12,8.4e-5,NA,2557
0.05,ta024,13,7.5e-5,NA,2557
0.05,ta024,14,8.4e-5,NA,2557
0.05,ta024,15,0.000599,NA,2557
0.25,ta024,1,8.5e-5,NA,2584
0.25,ta024,2,0.000152,NA,2575
0.25,ta024,3,0.000183,NA,2575
0.25,ta024,4,4.7e-5,NA,2574
0.25,ta024,5,8.5e-5,NA,2574
0.25,ta024,6,0.00013,NA,2557
0.25,ta024,7,8.6e-5,NA,2557
0.25,ta024,8,7.7e-5,NA,2557
0.25,ta024,9,8.4e-5,NA,2557
0.25,ta024,10,7.6e-5,NA,2557
0.25,ta024,11,8.5e-5,NA,2557
0.25,ta024,12,7.7e-5,NA,2557
0.25,ta024,13,0.023026,NA,2557
0.25,ta024,14,0.000189,NA,2557
0.25,ta024,15,0.000124,NA,2557
0.5,ta024,1,0.000183,NA,2557
0.5,ta024,2,0.000109,NA,2557
0.5,ta024,3,0.000105,NA,2557
0.5,ta024,4,0.000112,NA,2557
0.5,ta024,5,0.000102,NA,2557
0.5,ta024,6,0.000111,NA,2557
0.5,ta024,7,0.000101,NA,2557
0.5,ta024,8,0.000112,NA,2557
0.5,ta024,9,0.000168,NA,2557
0.5,ta024,10,0.000101,NA,2557
0.5,ta024,11,0.000103,NA,2557
0.5,ta024,12,0.00011,NA,2557
0.5,ta024,13,9.9e-5,NA,2557
0.5,ta024,14,0.000113,NA,2557
0.5,ta024,15,0.000104,NA,2557
0.75,ta024,1,0.000108,NA,2642
0.75,ta024,2,8.7e-5,NA,2606
0.75,ta024,3,0.000118,NA,2606
0.75,ta024,4,8.4e-5,NA,2603
0.75,ta024,5,6.6e-5,NA,2602
0.75,ta024,6,6.1e-5,NA,2589
0.75,ta024,7,7.3e-5,NA,2588
0.75,ta024,8,7.8e-5,NA,2557
0.75,ta024,9,0.000116,NA,2557
0.75,ta024,10,0.000102,NA,2557
0.75,ta024,11,0.000186,NA,2557
0.75,ta024,12,0.000126,NA,2557
0.75,ta024,13,0.000132,NA,2557
0.75,ta024,14,0.000107,NA,2557
0.75,ta024,15,0.000116,NA,2557
1.0,ta024,1,8.0e-5,NA,2665
1.0,ta024,2,9.9e-5,NA,2614
1.0,ta024,3,0.000171,NA,2614
1.0,ta024,4,7.2e-5,NA,2612
1.0,ta024,5,6.7e-5,NA,2602
1.0,ta024,6,6.5e-5,NA,2593
1.0,ta024,7,8.0e-5,NA,2572
1.0,ta024,8,9.2e-5,NA,2564
1.0,ta024,9,8.0e-5,NA,2557
1.0,ta024,10,0.000113,NA,2557
1.0,ta024,11,0.000219,NA,2557
1.0,ta024,12,0.000145,NA,2557
1.0,ta024,13,0.000111,NA,2557
1.0,ta024,14,0.000119,NA,2557
1.0,ta024,15,0.000106,NA,2557
0.0,ta025,1,0.000116,NA,2252
0.0,ta025,2,0.000104,NA,2224
0.0,ta025,3,0.000115,NA,2205
0.0,ta025,4,0.00017,NA,2194
0.0,ta025,5,0.000125,NA,2132
0.0,ta025,6,0.000106,NA,2132
0.0,ta025,7,0.000114,NA,2132
0.0,ta025,8,0.000102,NA,2132
0.0,ta025,9,0.000115,NA,2132
0.0,ta025,10,0.000103,NA,2132
0.0,ta025,11,0.000181,NA,2132
0.0,ta025,12,0.000106,NA,2125
0.0,ta025,13,0.000114,NA,2125
0.0,ta025,14,0.000127,NA,2125
0.0,ta025,15,0.000158,NA,2125
0.05,ta025,1,0.000128,NA,2419
0.05,ta025,2,8.7e-5,NA,2393
0.05,ta025,3,0.000178,NA,2273
0.05,ta025,4,0.000115,NA,2269
0.05,ta025,5,0.000103,NA,2262
0.05,ta025,6,0.000111,NA,2262
0.05,ta025,7,0.000103,NA,2230
0.05,ta025,8,0.000113,NA,2218
0.05,ta025,9,0.000858,NA,2209
0.05,ta025,10,0.000598,NA,2183
0.05,ta025,11,0.000131,NA,2179
0.05,ta025,12,0.000121,NA,2176
0.05,ta025,13,0.000106,NA,2176
0.05,ta025,14,6.7e-5,NA,2159
0.05,ta025,15,9.7e-5,NA,2159
0.25,ta025,1,0.00011,NA,2506
0.25,ta025,2,8.4e-5,NA,2485
0.25,ta025,3,6.4e-5,NA,2343
0.25,ta025,4,0.000105,NA,2343
0.25,ta025,5,7.9e-5,NA,2318
0.25,ta025,6,9.8e-5,NA,2280
0.25,ta025,7,8.8e-5,NA,2216
0.25,ta025,8,0.000122,NA,2198
0.25,ta025,9,0.000111,NA,2198
0.25,ta025,10,0.000174,NA,2198
0.25,ta025,11,0.00012,NA,2123
0.25,ta025,12,0.000109,NA,2123
0.25,ta025,13,0.000108,NA,2109
0.25,ta025,14,9.3e-5,NA,2109
0.25,ta025,15,0.000114,NA,2104
0.5,ta025,1,6.4e-5,NA,2578
0.5,ta025,2,0.000202,NA,2532
0.5,ta025,3,9.5e-5,NA,2511
0.5,ta025,4,6.5e-5,NA,2501
0.5,ta025,5,4.5e-5,NA,2496
0.5,ta025,6,0.000102,NA,2496
0.5,ta025,7,6.8e-5,NA,2491
0.5,ta025,8,7.0e-5,NA,2486
0.5,ta025,9,6.0e-5,NA,2476
0.5,ta025,10,0.000107,NA,2476
0.5,ta025,11,5.3e-5,NA,2472
0.5,ta025,12,0.000181,NA,2472
0.5,ta025,13,0.0001,NA,2472
0.5,ta025,14,0.000101,NA,2472
0.5,ta025,15,9.6e-5,NA,2471
0.75,ta025,1,6.6e-5,NA,2567
0.75,ta025,2,6.5e-5,NA,2484
0.75,ta025,3,8.8e-5,NA,2432
0.75,ta025,4,5.7e-5,NA,2414
0.75,ta025,5,6.8e-5,NA,2399
0.75,ta025,6,5.3e-5,NA,2345
0.75,ta025,7,0.00017,NA,2345
0.75,ta025,8,7.4e-5,NA,2320
0.75,ta025,9,6.4e-5,NA,2315
0.75,ta025,10,5.3e-5,NA,2301
0.75,ta025,11,6.9e-5,NA,2280
0.75,ta025,12,5.6e-5,NA,2225
0.75,ta025,13,5.6e-5,NA,2220
0.75,ta025,14,6.2e-5,NA,2177
0.75,ta025,15,0.00011,NA,2177
1.0,ta025,1,6.1e-5,NA,2546
1.0,ta025,2,6.5e-5,NA,2497
1.0,ta025,3,5.0e-5,NA,2487
1.0,ta025,4,0.000136,NA,2467
1.0,ta025,5,4.9e-5,NA,2457
1.0,ta025,6,5.8e-5,NA,2321
1.0,ta025,7,5.3e-5,NA,2312
1.0,ta025,8,7.1e-5,NA,2268
1.0,ta025,9,5.8e-5,NA,2264
1.0,ta025,10,7.4e-5,NA,2235
1.0,ta025,11,8.9e-5,NA,2185
1.0,ta025,12,5.6e-5,NA,2148
1.0,ta025,13,8.8e-5,NA,2148
1.0,ta025,14,0.000103,NA,2148
1.0,ta025,15,5.7e-5,NA,2120
0.0,ta026,1,0.000162,NA,2270
0.0,ta026,2,9.9e-5,NA,2244
0.0,ta026,3,0.00011,NA,2244
0.0,ta026,4,9.9e-5,NA,2244
0.0,ta026,5,0.000105,NA,2244
0.0,ta026,6,9.3e-5,NA,2205
0.0,ta026,7,0.00011,NA,2205
0.0,ta026,8,8.8e-5,NA,2201
0.0,ta026,9,0.00017,NA,2201
0.0,ta026,10,0.000102,NA,2201
0.0,ta026,11,0.000112,NA,2201
0.0,ta026,12,9.3e-5,NA,2201
0.0,ta026,13,0.000107,NA,2201
0.0,ta026,14,9.3e-5,NA,2194
0.0,ta026,15,0.000103,NA,2194
0.05,ta026,1,9.8e-5,NA,2209
0.05,ta026,2,0.000166,NA,2209
0.05,ta026,3,0.000756,NA,2209
0.05,ta026,4,0.000378,NA,2204
0.05,ta026,5,0.000104,NA,2192
0.05,ta026,6,0.000113,NA,2192
0.05,ta026,7,9.8e-5,NA,2192
0.05,ta026,8,0.000104,NA,2192
0.05,ta026,9,9.8e-5,NA,2182
0.05,ta026,10,0.000107,NA,2182
0.05,ta026,11,0.000211,NA,2182
0.05,ta026,12,0.000119,NA,2182
0.05,ta026,13,0.000109,NA,2182
0.05,ta026,14,0.000131,NA,2182
0.05,ta026,15,0.000112,NA,2182
0.25,ta026,1,9.4e-5,NA,2362
0.25,ta026,2,0.000111,NA,2328
0.25,ta026,3,6.7e-5,NA,2284
0.25,ta026,4,0.000162,NA,2194
0.25,ta026,5,0.00031,NA,2194
0.25,ta026,6,0.000367,NA,2187
0.25,ta026,7,0.000234,NA,2187
0.25,ta026,8,0.00017,NA,2187
0.25,ta026,9,0.000169,NA,2187
0.25,ta026,10,0.000148,NA,2187
0.25,ta026,11,0.000157,NA,2187
0.25,ta026,12,0.0007,NA,2179
0.25,ta026,13,0.000146,NA,2179
0.25,ta026,14,0.000129,NA,2179
0.25,ta026,15,0.000343,NA,2179
0.5,ta026,1,7.4e-5,NA,2301
0.5,ta026,2,0.000112,NA,2288
0.5,ta026,3,0.000102,NA,2288
0.5,ta026,4,0.000483,NA,2269
0.5,ta026,5,0.000191,NA,2269
0.5,ta026,6,0.000109,NA,2237
0.5,ta026,7,0.000104,NA,2237
0.5,ta026,8,0.000361,NA,2237
0.5,ta026,9,0.000127,NA,2200
0.5,ta026,10,0.000433,NA,2200
0.5,ta026,11,0.000115,NA,2200
0.5,ta026,12,0.000112,NA,2200
0.5,ta026,13,0.000105,NA,2200
0.5,ta026,14,0.000113,NA,2200
0.5,ta026,15,0.000107,NA,2200
0.75,ta026,1,7.4e-5,NA,2323
0.75,ta026,2,6.1e-5,NA,2249
0.75,ta026,3,0.000109,NA,2249
0.75,ta026,4,5.7e-5,NA,2225
0.75,ta026,5,0.000288,NA,2193
0.75,ta026,6,0.000357,NA,2193
0.75,ta026,7,0.0001,NA,2191
0.75,ta026,8,0.000103,NA,2191
0.75,ta026,9,6.8e-5,NA,2189
0.75,ta026,10,0.0001,NA,2182
0.75,ta026,11,0.000412,NA,2182
0.75,ta026,12,0.000106,NA,2182
0.75,ta026,13,0.000112,NA,2182
0.75,ta026,14,0.000101,NA,2182
0.75,ta026,15,0.000112,NA,2182
1.0,ta026,1,5.6e-5,NA,2285
1.0,ta026,2,0.000109,NA,2285
1.0,ta026,3,0.000266,NA,2236
1.0,ta026,4,0.000173,NA,2236
1.0,ta026,5,7.7e-5,NA,2225
1.0,ta026,6,0.000112,NA,2225
1.0,ta026,7,0.000112,NA,2225
1.0,ta026,8,0.000123,NA,2225
1.0,ta026,9,0.000173,NA,2225
1.0,ta026,10,0.000108,NA,2209
1.0,ta026,11,0.000104,NA,2209
1.0,ta026,12,5.7e-5,NA,2200
1.0,ta026,13,0.000317,NA,2200
1.0,ta026,14,0.000184,NA,2200
1.0,ta026,15,0.00011,NA,2200
0.0,ta027,1,0.000113,NA,2413
0.0,ta027,2,0.000102,NA,2413
0.0,ta027,3,0.000111,NA,2411
0.0,ta027,4,0.000319,NA,2384
0.0,ta027,5,0.000278,NA,2356
0.0,ta027,6,0.000111,NA,2345
0.0,ta027,7,0.000117,NA,2345
0.0,ta027,8,0.000104,NA,2300
0.0,ta027,9,0.000352,NA,2300
0.0,ta027,10,0.000134,NA,2245
0.0,ta027,11,0.000109,NA,2225
0.0,ta027,12,0.00115,NA,2225
0.0,ta027,13,0.000396,NA,2225
0.0,ta027,14,0.000321,NA,2225
0.0,ta027,15,0.000111,NA,2225
0.05,ta027,1,0.000103,NA,2517
0.05,ta027,2,0.000119,NA,2517
0.05,ta027,3,0.000159,NA,2471
0.05,ta027,4,6.4e-5,NA,2458
0.05,ta027,5,0.000107,NA,2458
0.05,ta027,6,0.000113,NA,2350
0.05,ta027,7,0.000103,NA,2348
0.05,ta027,8,0.000111,NA,2326
0.05,ta027,9,0.000102,NA,2326
0.05,ta027,10,0.000106,NA,2326
0.05,ta027,11,0.000146,NA,2276
0.05,ta027,12,0.000111,NA,2276
0.05,ta027,13,0.000103,NA,2276
0.05,ta027,14,0.000129,NA,2262
0.05,ta027,15,0.000101,NA,2255
0.25,ta027,1,0.0001,NA,2546
0.25,ta027,2,6.2e-5,NA,2516
0.25,ta027,3,5.7e-5,NA,2513
0.25,ta027,4,0.000156,NA,2430
0.25,ta027,5,5.4e-5,NA,2416
0.25,ta027,6,9.2e-5,NA,2401
0.25,ta027,7,9.8e-5,NA,2399
0.25,ta027,8,9.6e-5,NA,2399
0.25,ta027,9,9.6e-5,NA,2399
0.25,ta027,10,9.6e-5,NA,2399
0.25,ta027,11,0.000108,NA,2399
0.25,ta027,12,0.000164,NA,2399
0.25,ta027,13,0.00011,NA,2386
0.25,ta027,14,0.000108,NA,2386
0.25,ta027,15,0.000105,NA,2386
0.5,ta027,1,5.0e-5,NA,2620
0.5,ta027,2,0.000105,NA,2590
0.5,ta027,3,6.4e-5,NA,2549
0.5,ta027,4,7.5e-5,NA,2519
0.5,ta027,5,9.2e-5,NA,2519
0.5,ta027,6,0.000171,NA,2519
0.5,ta027,7,6.5e-5,NA,2502
0.5,ta027,8,6.9e-5,NA,2487
0.5,ta027,9,9.5e-5,NA,2445
0.5,ta027,10,0.000106,NA,2445
0.5,ta027,11,9.6e-5,NA,2445
0.5,ta027,12,6.2e-5,NA,2430
0.5,ta027,13,0.000116,NA,2430
0.5,ta027,14,9.9e-5,NA,2430
0.5,ta027,15,5.5e-5,NA,2426
0.75,ta027,1,0.000123,NA,2627
0.75,ta027,2,5.3e-5,NA,2542
0.75,ta027,3,8.3e-5,NA,2527
0.75,ta027,4,9.7e-5,NA,2510
0.75,ta027,5,6.0e-5,NA,2504
0.75,ta027,6,6.5e-5,NA,2493
0.75,ta027,7,6.7e-5,NA,2482
0.75,ta027,8,0.000111,NA,2479
0.75,ta027,9,0.000105,NA,2479
0.75,ta027,10,5.6e-5,NA,2425
0.75,ta027,11,9.1e-5,NA,2425
0.75,ta027,12,9.1e-5,NA,2425
0.75,ta027,13,0.000101,NA,2425
0.75,ta027,14,9.1e-5,NA,2425
0.75,ta027,15,9.8e-5,NA,2425
1.0,ta027,1,5.1e-5,NA,2616
1.0,ta027,2,6.1e-5,NA,2599
1.0,ta027,3,4.7e-5,NA,2585
1.0,ta027,4,5.1e-5,NA,2544
1.0,ta027,5,9.1e-5,NA,2544
1.0,ta027,6,6.2e-5,NA,2514
1.0,ta027,7,5.2e-5,NA,2510
1.0,ta027,8,4.8e-5,NA,2502
1.0,ta027,9,9.4e-5,NA,2502
1.0,ta027,10,0.0002,NA,2502
1.0,ta027,11,0.000168,NA,2502
1.0,ta027,12,7.4e-5,NA,2472
1.0,ta027,13,6.8e-5,NA,2469
1.0,ta027,14,0.000111,NA,2469
1.0,ta027,15,9.5e-5,NA,2469
0.0,ta028,1,0.000106,NA,2227
0.0,ta028,2,9.8e-5,NA,2227
0.0,ta028,3,0.000102,NA,2194
0.0,ta028,4,8.9e-5,NA,2108
0.0,ta028,5,0.000109,NA,2104
0.0,ta028,6,0.000782,NA,2090
0.0,ta028,7,0.000275,NA,2063
0.0,ta028,8,0.000101,NA,2053
0.0,ta028,9,0.000105,NA,2053
0.0,ta028,10,0.000155,NA,2031
0.0,ta028,11,0.000106,NA,2031
0.0,ta028,12,8.6e-5,NA,2031
0.0,ta028,13,0.000102,NA,2031
0.0,ta028,14,0.0001,NA,2031
0.0,ta028,15,0.000103,NA,2021
0.05,ta028,1,0.000111,NA,2213
0.05,ta028,2,0.000102,NA,2197
0.05,ta028,3,8.8e-5,NA,2174
0.05,ta028,4,0.000177,NA,2170
0.05,ta028,5,0.000104,NA,2122
0.05,ta028,6,0.000111,NA,2121
0.05,ta028,7,0.000105,NA,2121
0.05,ta028,8,5.6e-5,NA,2120
0.05,ta028,9,0.000113,NA,2120
0.05,ta028,10,0.000124,NA,2093
0.05,ta028,11,0.000111,NA,2074
0.05,ta028,12,0.000123,NA,2063
0.05,ta028,13,9.6e-5,NA,2063
0.05,ta028,14,9.0e-5,NA,2063
0.05,ta028,15,8.6e-5,NA,2063
0.25,ta028,1,7.8e-5,NA,2277
0.25,ta028,2,5.7e-5,NA,2228
0.25,ta028,3,9.3e-5,NA,2156
0.25,ta028,4,0.000103,NA,2118
0.25,ta028,5,0.00011,NA,2118
0.25,ta028,6,5.4e-5,NA,2096
0.25,ta028,7,0.000171,NA,2096
0.25,ta028,8,0.000104,NA,2096
0.25,ta028,9,0.000112,NA,2087
0.25,ta028,10,5.5e-5,NA,2081
0.25,ta028,11,0.000112,NA,2081
0.25,ta028,12,0.000118,NA,2081
0.25,ta028,13,0.000111,NA,2080
0.25,ta028,14,0.000101,NA,2080
0.25,ta028,15,0.000161,NA,2060
0.5,ta028,1,4.8e-5,NA,2290
0.5,ta028,2,8.6e-5,NA,2235
0.5,ta028,3,5.2e-5,NA,2212
0.5,ta028,4,0.000108,NA,2186
0.5,ta028,5,0.000103,NA,2152
0.5,ta028,6,6.9e-5,NA,2131
0.5,ta028,7,6.0e-5,NA,2119
0.5,ta028,8,0.000117,NA,2110
0.5,ta028,9,9.9e-5,NA,2102
0.5,ta028,10,0.000106,NA,2102
0.5,ta028,11,0.000155,NA,2086
0.5,ta028,12,0.000109,NA,2086
0.5,ta028,13,5.7e-5,NA,2074
0.5,ta028,14,0.000106,NA,2074
0.5,ta028,15,0.0001,NA,2074
0.75,ta028,1,6.0e-5,NA,2337
0.75,ta028,2,5.8e-5,NA,2331
0.75,ta028,3,6.2e-5,NA,2323
0.75,ta028,4,9.5e-5,NA,2303
0.75,ta028,5,6.8e-5,NA,2293
0.75,ta028,6,0.000168,NA,2293
0.75,ta028,7,6.5e-5,NA,2290
0.75,ta028,8,5.7e-5,NA,2272
0.75,ta028,9,6.8e-5,NA,2245
0.75,ta028,10,5.1e-5,NA,2242
0.75,ta028,11,6.4e-5,NA,2201
0.75,ta028,12,5.3e-5,NA,2199
0.75,ta028,13,0.000111,NA,2199
0.75,ta028,14,5.2e-5,NA,2168
0.75,ta028,15,5.9e-5,NA,2155
1.0,ta028,1,5.0e-5,NA,2348
