p,instance,rep,time,iterations,value
0.75,ta049,11,0.000132,NA,3314
0.75,ta049,12,0.000159,NA,3314
0.75,ta049,13,6.5e-5,NA,3302
0.75,ta049,14,0.000103,NA,3302
0.75,ta049,15,6.7e-5,NA,3293
1.0,ta049,1,5.6e-5,NA,3790
1.0,ta049,2,6.9e-5,NA,3781
1.0,ta049,3,0.000103,NA,3781
1.0,ta049,4,6.4e-5,NA,3744
1.0,ta049,5,5.1e-5,NA,3711
1.0,ta049,6,6.4e-5,NA,3664
1.0,ta049,7,6.9e-5,NA,3646
1.0,ta049,8,5.8e-5,NA,3629
1.0,ta049,9,5.2e-5,NA,3592
1.0,ta049,10,0.000113,NA,3592
1.0,ta049,11,5.5e-5,NA,3558
1.0,ta049,12,6.6e-5,NA,3494
1.0,ta049,13,0.0001,NA,3494
1.0,ta049,14,6.5e-5,NA,3386
1.0,ta049,15,5.0e-5,NA,3310
0.0,ta050,1,0.000109,NA,3709
0.0,ta050,2,0.0001,NA,3661
0.0,ta050,3,0.000105,NA,3661
0.0,ta050,4,9.5e-5,NA,3651
0.0,ta050,5,0.000107,NA,3580
0.0,ta050,6,9.7e-5,NA,3512
0.0,ta050,7,0.000107,NA,3461
0.0,ta050,8,9.7e-5,NA,3461
0.0,ta050,9,0.000106,NA,3443
0.0,ta050,10,0.000114,NA,3312
0.0,ta050,11,0.000105,NA,3254
0.0,ta050,12,0.000146,NA,3207
0.0,ta050,13,0.000105,NA,3174
0.0,ta050,14,9.6e-5,NA,3159
0.0,ta050,15,0.000104,NA,3159
0.05,ta050,1,9.6e-5,NA,3630
0.05,ta050,2,0.000104,NA,3562
0.05,ta050,3,9.4e-5,NA,3553
0.05,ta050,4,0.000102,NA,3447
0.05,ta050,5,0.000144,NA,3384
0.05,ta050,6,6.1e-5,NA,3320
0.05,ta050,7,9.3e-5,NA,3308
0.05,ta050,8,0.000102,NA,3251
0.05,ta050,9,9.2e-5,NA,3222
0.05,ta050,10,0.000102,NA,3214
0.05,ta050,11,0.000101,NA,3142
0.05,ta050,12,0.000122,NA,3076
0.05,ta050,13,9.3e-5,NA,3073
0.05,ta050,14,0.000152,NA,3073
0.05,ta050,15,9.3e-5,NA,3073
0.25,ta050,1,0.000102,NA,3606
0.25,ta050,2,9.3e-5,NA,3458
0.25,ta050,3,0.0001,NA,3458
0.25,ta050,4,5.3e-5,NA,3445
0.25,ta050,5,0.0001,NA,3398
0.25,ta050,6,0.000107,NA,3383
0.25,ta050,7,6.6e-5,NA,3317
0.25,ta050,8,0.000146,NA,3317
0.25,ta050,9,0.0001,NA,3274
0.25,ta050,10,9.8e-5,NA,3228
0.25,ta050,11,5.2e-5,NA,3196
0.25,ta050,12,9.0e-5,NA,3180
0.25,ta050,13,9.8e-5,NA,3156
0.25,ta050,14,9.2e-5,NA,3133
0.25,ta050,15,9.9e-5,NA,3133
0.5,ta050,1,4.3e-5,NA,3807
0.5,ta050,2,5.2e-5,NA,3779
0.5,ta050,3,9.1e-5,NA,3732
0.5,ta050,4,5.2e-5,NA,3714
0.5,ta050,5,4.5e-5,NA,3691
0.5,ta050,6,5.0e-5,NA,3677
0.5,ta050,7,8.3e-5,NA,3576
0.5,ta050,8,5.7e-5,NA,3482
0.5,ta050,9,4.2e-5,NA,3469
0.5,ta050,10,5.1e-5,NA,3427
0.5,ta050,11,9.1e-5,NA,3427
0.5,ta050,12,5.0e-5,NA,3398
0.5,ta050,13,5.0e-5,NA,3365
0.5,ta050,14,9.5e-5,NA,3360
0.5,ta050,15,6.1e-5,NA,3344
0.75,ta050,1,4.9e-5,NA,3834
0.75,ta050,2,9.3e-5,NA,3778
0.75,ta050,3,9.8e-5,NA,3739
0.75,ta050,4,4.8e-5,NA,3695
0.75,ta050,5,5.1e-5,NA,3626
0.75,ta050,6,4.6e-5,NA,3625
0.75,ta050,7,5.3e-5,NA,3602
0.75,ta050,8,4.3e-5,NA,3550
0.75,ta050,9,6.2e-5,NA,3545
0.75,ta050,10,4.1e-5,NA,3540
0.75,ta050,11,5.3e-5,NA,3482
0.75,ta050,12,4.1e-5,NA,3472
0.75,ta050,13,5.3e-5,NA,3394
0.75,ta050,14,8.4e-5,NA,3394
0.75,ta050,15,9.5e-5,NA,3377
1.0,ta050,1,4.4e-5,NA,3906
1.0,ta050,2,5.1e-5,NA,3888
1.0,ta050,3,4.8e-5,NA,3880
1.0,ta050,4,5.1e-5,NA,3799
1.0,ta050,5,4.1e-5,NA,3767
1.0,ta050,6,5.0e-5,NA,3762
1.0,ta050,7,4.6e-5,NA,3708
1.0,ta050,8,6.5e-5,NA,3678
1.0,ta050,9,7.6e-5,NA,3643
1.0,ta050,10,5.1e-5,NA,3625
1.0,ta050,11,4.3e-5,NA,3529
1.0,ta050,12,4.8e-5,NA,3507
1.0,ta050,13,4.3e-5,NA,3489
1.0,ta050,14,5.5e-5,NA,3452
1.0,ta050,15,4.4e-5,NA,3440
0.0,ta051,1,0.000176,NA,4553
0.0,ta051,2,0.000124,NA,4506
0.0,ta051,3,0.000136,NA,4459
0.0,ta051,4,0.000125,NA,4445
0.0,ta051,5,0.000128,NA,4340
0.0,ta051,6,0.000128,NA,4240
0.0,ta051,7,0.000134,NA,4240
0.0,ta051,8,0.000177,NA,4240
0.0,ta051,9,0.000133,NA,4197
0.0,ta051,10,0.000128,NA,4132
0.0,ta051,11,0.000133,NA,4132
0.0,ta051,12,0.000126,NA,4124
0.0,ta051,13,0.000193,NA,4124
0.0,ta051,14,0.000131,NA,4124
0.0,ta051,15,0.000128,NA,4124
0.05,ta051,1,0.000127,NA,4397
0.05,ta051,2,0.000136,NA,4348
0.05,ta051,3,0.000131,NA,4348
0.05,ta051,4,0.000135,NA,4337
0.05,ta051,5,0.000143,NA,4265
0.05,ta051,6,0.000182,NA,4265
0.05,ta051,7,0.000148,NA,4192
0.05,ta051,8,0.000137,NA,4191
0.05,ta051,9,0.000127,NA,4191
0.05,ta051,10,0.000128,NA,4172
0.05,ta051,11,0.000125,NA,4153
0.05,ta051,12,0.000134,NA,4153
0.05,ta051,13,0.000128,NA,4098
0.05,ta051,14,0.000136,NA,4098
0.05,ta051,15,0.00012,NA,4098
0.25,ta051,1,0.000137,NA,4481
0.25,ta051,2,5.2e-5,NA,4450
0.25,ta051,3,0.000135,NA,4385
0.25,ta051,4,0.000127,NA,4336
0.25,ta051,5,0.000181,NA,4307
0.25,ta051,6,0.000132,NA,4279
0.25,ta051,7,0.000137,NA,4255
0.25,ta051,8,4.5e-5,NA,4213
0.25,ta051,9,0.000139,NA,4131
0.25,ta051,10,0.000131,NA,4095
0.25,ta051,11,0.000175,NA,4094
0.25,ta051,12,0.000128,NA,4056
0.25,ta051,13,0.000141,NA,4056
0.25,ta051,14,0.000128,NA,4056
0.25,ta051,15,0.000133,NA,4056
0.5,ta051,1,5.7e-5,NA,4655
0.5,ta051,2,6.0e-5,NA,4593
0.5,ta051,3,0.000126,NA,4593
0.5,ta051,4,8.5e-5,NA,4537
0.5,ta051,5,0.000173,NA,4476
0.5,ta051,6,6.0e-5,NA,4459
0.5,ta051,7,4.7e-5,NA,4454
0.5,ta051,8,6.8e-5,NA,4449
0.5,ta051,9,5.2e-5,NA,4441
0.5,ta051,10,5.0e-5,NA,4421
0.5,ta051,11,4.3e-5,NA,4402
0.5,ta051,12,0.000214,NA,4362
0.5,ta051,13,6.2e-5,NA,4336
0.5,ta051,14,6.5e-5,NA,4296
0.5,ta051,15,6.4e-5,NA,4278
0.75,ta051,1,0.000228,NA,4644
0.75,ta051,2,5.9e-5,NA,4599
0.75,ta051,3,0.000198,NA,4532
0.75,ta051,4,6.5e-5,NA,4527
0.75,ta051,5,7.2e-5,NA,4508
0.75,ta051,6,8.6e-5,NA,4507
0.75,ta051,7,0.000265,NA,4507
0.75,ta051,8,0.00022,NA,4507
0.75,ta051,9,0.000232,NA,4507
0.75,ta051,10,5.9e-5,NA,4504
0.75,ta051,11,6.9e-5,NA,4498
0.75,ta051,12,8.2e-5,NA,4396
0.75,ta051,13,6.1e-5,NA,4371
0.75,ta051,14,0.000107,NA,4322
0.75,ta051,15,0.008122,NA,4241
1.0,ta051,1,9.3e-5,NA,4608
1.0,ta051,2,6.2e-5,NA,4578
1.0,ta051,3,6.4e-5,NA,4549
1.0,ta051,4,6.0e-5,NA,4528
1.0,ta051,5,5.4e-5,NA,4520
1.0,ta051,6,6.5e-5,NA,4461
1.0,ta051,7,8.1e-5,NA,4431
1.0,ta051,8,7.9e-5,NA,4418
1.0,ta051,9,6.8e-5,NA,4376
1.0,ta051,10,0.000119,NA,4349
1.0,ta051,11,0.00015,NA,4349
1.0,ta051,12,0.000156,NA,4349
1.0,ta051,13,0.000149,NA,4349
1.0,ta051,14,0.000156,NA,4349
1.0,ta051,15,5.6e-5,NA,4329
0.0,ta052,1,0.000181,NA,4589
0.0,ta052,2,0.000215,NA,4410
0.0,ta052,3,0.000154,NA,4378
0.0,ta052,4,0.000142,NA,4341
0.0,ta052,5,0.00015,NA,4235
0.0,ta052,6,0.000144,NA,4200
0.0,ta052,7,0.000205,NA,4184
0.0,ta052,8,0.000144,NA,4173
0.0,ta052,9,0.000156,NA,4173
0.0,ta052,10,0.000149,NA,4173
0.0,ta052,11,0.000165,NA,4160
0.0,ta052,12,0.000169,NA,4107
0.0,ta052,13,0.000218,NA,4107
0.0,ta052,14,0.000156,NA,4107
0.0,ta052,15,0.000158,NA,4107
0.05,ta052,1,0.000151,NA,4654
0.05,ta052,2,0.000176,NA,4593
0.05,ta052,3,0.000213,NA,4494
0.05,ta052,4,0.000164,NA,4476
0.05,ta052,5,0.000149,NA,4409
0.05,ta052,6,7.0e-5,NA,4376
0.05,ta052,7,0.000149,NA,4297
0.05,ta052,8,0.000154,NA,4297
0.05,ta052,9,0.000101,NA,4244
0.05,ta052,10,0.000221,NA,4209
0.05,ta052,11,0.00015,NA,4036
0.05,ta052,12,0.000157,NA,4028
0.05,ta052,13,0.000153,NA,4028
0.05,ta052,14,0.000181,NA,3989
0.05,ta052,15,0.000161,NA,3989
0.25,ta052,1,7.3e-5,NA,4784
0.25,ta052,2,5.8e-5,NA,4670
0.25,ta052,3,0.000169,NA,4670
0.25,ta052,4,0.000158,NA,4546
0.25,ta052,5,0.000167,NA,4512
0.25,ta052,6,0.000216,NA,4404
0.25,ta052,7,8.0e-5,NA,4390
0.25,ta052,8,0.00016,NA,4382
0.25,ta052,9,0.000162,NA,4338
0.25,ta052,10,0.000156,NA,4338
0.25,ta052,11,0.000171,NA,4256
0.25,ta052,12,0.000223,NA,4256
0.25,ta052,13,0.000174,NA,4256
0.25,ta052,14,0.000157,NA,4256
0.25,ta052,15,0.000167,NA,4254
0.5,ta052,1,5.8e-5,NA,4727
0.5,ta052,2,0.000109,NA,4699
0.5,ta052,3,6.3e-5,NA,4684
0.5,ta052,4,0.000152,NA,4633
0.5,ta052,5,6.4e-5,NA,4543
0.5,ta052,6,0.000165,NA,4543
0.5,ta052,7,5.9e-5,NA,4542
0.5,ta052,8,6.8e-5,NA,4503
0.5,ta052,9,9.0e-5,NA,4480
0.5,ta052,10,0.000128,NA,4404
0.5,ta052,11,0.000158,NA,4404
0.5,ta052,12,0.000145,NA,4387
0.5,ta052,13,5.9e-5,NA,4364
0.5,ta052,14,0.000168,NA,4364
0.5,ta052,15,5.8e-5,NA,4342
0.75,ta052,1,6.8e-5,NA,4709
0.75,ta052,2,0.000121,NA,4702
0.75,ta052,3,8.4e-5,NA,4687
0.75,ta052,4,0.000159,NA,4687
0.75,ta052,5,0.000127,NA,4685
0.75,ta052,6,9.2e-5,NA,4657
0.75,ta052,7,7.5e-5,NA,4624
0.75,ta052,8,8.6e-5,NA,4612
0.75,ta052,9,0.000118,NA,4464
0.75,ta052,10,6.5e-5,NA,4414
0.75,ta052,11,0.00017,NA,4414
0.75,ta052,12,6.7e-5,NA,4413
0.75,ta052,13,0.000152,NA,4376
0.75,ta052,14,0.000161,NA,4376
0.75,ta052,15,0.00017,NA,4297
1.0,ta052,1,0.000118,NA,4670
1.0,ta052,2,7.4e-5,NA,4669
1.0,ta052,3,5.7e-5,NA,4662
1.0,ta052,4,7.8e-5,NA,4636
1.0,ta052,5,0.000128,NA,4541
1.0,ta052,6,0.000167,NA,4541
1.0,ta052,7,5.9e-5,NA,4538
1.0,ta052,8,6.8e-5,NA,4530
1.0,ta052,9,5.7e-5,NA,4517
1.0,ta052,10,7.9e-5,NA,4516
1.0,ta052,11,8.4e-5,NA,4512
1.0,ta052,12,6.8e-5,NA,4507
1.0,ta052,13,5.9e-5,NA,4494
1.0,ta052,14,0.000229,NA,4494
1.0,ta052,15,6.2e-5,NA,4476
0.0,ta053,1,0.000172,NA,4748
0.0,ta053,2,0.000163,NA,4723
0.0,ta053,3,0.000171,NA,4619
0.0,ta053,4,0.000161,NA,4379
0.0,ta053,5,0.000172,NA,4375
0.0,ta053,6,0.000275,NA,4340
0.0,ta053,7,0.000193,NA,4304
0.0,ta053,8,0.0002,NA,4223
0.0,ta053,9,0.000279,NA,4184
0.0,ta053,10,0.000171,NA,4163
0.0,ta053,11,0.000176,NA,4158
0.0,ta053,12,0.000163,NA,4125
0.0,ta053,13,0.000173,NA,4119
0.0,ta053,14,0.000165,NA,4097
0.0,ta053,15,0.000236,NA,4068
0.05,ta053,1,0.000175,NA,4625
0.05,ta053,2,0.000248,NA,4402
0.05,ta053,3,0.000177,NA,4381
0.05,ta053,4,0.000296,NA,4337
0.05,ta053,5,0.000168,NA,4230
0.05,ta053,6,0.000176,NA,4230
0.05,ta053,7,0.000164,NA,4220
0.05,ta053,8,0.000169,NA,4186
0.05,ta053,9,0.000223,NA,4166
0.05,ta053,10,0.00017,NA,4166
0.05,ta053,11,0.00016,NA,4126
0.05,ta053,12,0.000169,NA,4046
0.05,ta053,13,0.000163,NA,4038
0.05,ta053,14,0.000168,NA,4020
0.05,ta053,15,0.000223,NA,3976
0.25,ta053,1,0.000169,NA,4658
0.25,ta053,2,0.000157,NA,4630
0.25,ta053,3,9.0e-5,NA,4583
0.25,ta053,4,0.000156,NA,4583
0.25,ta053,5,0.00023,NA,4465
0.25,ta053,6,0.000179,NA,4403
0.25,ta053,7,0.000142,NA,4394
0.25,ta053,8,0.000161,NA,4376
0.25,ta053,9,6.8e-5,NA,4364
0.25,ta053,10,0.000156,NA,4364
0.25,ta053,11,0.000228,NA,4364
0.25,ta053,12,0.000161,NA,4360
0.25,ta053,13,0.00017,NA,4360
0.25,ta053,14,0.000164,NA,4340
0.25,ta053,15,9.6e-5,NA,4307
0.5,ta053,1,0.000234,NA,4512
0.5,ta053,2,9.0e-5,NA,4509
0.5,ta053,3,0.000154,NA,4509
0.5,ta053,4,0.000165,NA,4470
0.5,ta053,5,0.000158,NA,4470
0.5,ta053,6,0.000181,NA,4417
0.5,ta053,7,0.000238,NA,4417
0.5,ta053,8,0.000173,NA,4399
0.5,ta053,9,0.000172,NA,4399
0.5,ta053,10,0.000102,NA,4379
0.5,ta053,11,6.8e-5,NA,4349
0.5,ta053,12,0.000227,NA,4153
0.5,ta053,13,0.000169,NA,4153
0.5,ta053,14,9.8e-5,NA,4130
0.5,ta053,15,7.2e-5,NA,4106
0.75,ta053,1,0.000165,NA,4604
0.75,ta053,2,0.000165,NA,4604
0.75,ta053,3,7.3e-5,NA,4600
0.75,ta053,4,5.8e-5,NA,4595
0.75,ta053,5,0.000138,NA,4580
0.75,ta053,6,5.5e-5,NA,4576
0.75,ta053,7,7.7e-5,NA,4572
0.75,ta053,8,6.3e-5,NA,4550
0.75,ta053,9,7.2e-5,NA,4429
0.75,ta053,10,0.000102,NA,4404
0.75,ta053,11,7.3e-5,NA,4403
0.75,ta053,12,9.3e-5,NA,4333
0.75,ta053,13,0.000163,NA,4333
0.75,ta053,14,0.000154,NA,4333
0.75,ta053,15,0.000167,NA,4333
1.0,ta053,1,5.8e-5,NA,4840
1.0,ta053,2,7.2e-5,NA,4831
1.0,ta053,3,6.3e-5,NA,4830
1.0,ta053,4,6.6e-5,NA,4824
1.0,ta053,5,6.2e-5,NA,4815
1.0,ta053,6,6.7e-5,NA,4800
1.0,ta053,7,5.6e-5,NA,4796
1.0,ta053,8,7.2e-5,NA,4736
1.0,ta053,9,6.4e-5,NA,4677
1.0,ta053,10,0.000154,NA,4668
1.0,ta053,11,7.7e-5,NA,4638
1.0,ta053,12,8.0e-5,NA,4612
1.0,ta053,13,5.5e-5,NA,4577
1.0,ta053,14,0.000102,NA,4576
1.0,ta053,15,6.8e-5,NA,4569
0.0,ta054,1,0.000165,NA,4636
0.0,ta054,2,0.000154,NA,4465
0.0,ta054,3,0.000235,NA,4449
0.0,ta054,4,0.000163,NA,4297
0.0,ta054,5,0.000169,NA,4129
0.0,ta054,6,0.000153,NA,4129
0.0,ta054,7,0.000165,NA,4129
0.0,ta054,8,0.005279,NA,4123
0.0,ta054,9,0.000723,NA,4123
0.0,ta054,10,0.00025,NA,4081
0.0,ta054,11,0.000171,NA,4063
0.0,ta054,12,0.000157,NA,4020
0.0,ta054,13,0.000168,NA,4020
0.0,ta054,14,0.000162,NA,4020
0.0,ta054,15,0.000233,NA,4009
0.05,ta054,1,0.000154,NA,4592
0.05,ta054,2,0.000169,NA,4571
0.05,ta054,3,0.000159,NA,4556
0.05,ta054,4,0.000237,NA,4487
0.05,ta054,5,0.000161,NA,4471
0.05,ta054,6,0.000168,NA,4423
0.05,ta054,7,0.000152,NA,4352
0.05,ta054,8,0.000165,NA,4328
0.05,ta054,9,0.000157,NA,4328
0.05,ta054,10,0.000167,NA,4328
0.05,ta054,11,0.000164,NA,4272
0.05,ta054,12,0.000169,NA,4256
0.05,ta054,13,0.000159,NA,4230
0.05,ta054,14,0.000175,NA,4230
0.05,ta054,15,0.000227,NA,4230
0.25,ta054,1,8.0e-5,NA,4726
0.25,ta054,2,0.0001,NA,4697
0.25,ta054,3,0.000172,NA,4632
0.25,ta054,4,0.000162,NA,4607
0.25,ta054,5,0.000171,NA,4593
0.25,ta054,6,6.0e-5,NA,4573
0.25,ta054,7,0.000169,NA,4506
0.25,ta054,8,5.8e-5,NA,4484
0.25,ta054,9,0.000192,NA,4349
0.25,ta054,10,0.000166,NA,4313
0.25,ta054,11,0.000155,NA,4253
0.25,ta054,12,0.000168,NA,4253
0.25,ta054,13,5.8e-5,NA,4239
0.25,ta054,14,7.2e-5,NA,4216
0.25,ta054,15,0.000179,NA,4216
0.5,ta054,1,0.00017,NA,4553
0.5,ta054,2,0.000244,NA,4491
0.5,ta054,3,6.3e-5,NA,4367
0.5,ta054,4,9.2e-5,NA,4366
0.5,ta054,5,6.8e-5,NA,4336
0.5,ta054,6,0.000158,NA,4274
0.5,ta054,7,0.000104,NA,4259
0.5,ta054,8,6.2e-5,NA,4217
0.5,ta054,9,5.9e-5,NA,4210
0.5,ta054,10,0.000164,NA,4210
0.5,ta054,11,0.000228,NA,4183
0.5,ta054,12,0.000163,NA,4183
0.5,ta054,13,0.000159,NA,4183
0.5,ta054,14,0.000167,NA,4183
0.5,ta054,15,0.000161,NA,4165
0.75,ta054,1,0.000228,NA,4431
0.75,ta054,2,5.8e-5,NA,4425
0.75,ta054,3,0.000162,NA,4362
0.75,ta054,4,5.2e-5,NA,4316
0.75,ta054,5,0.000163,NA,4305
0.75,ta054,6,6.9e-5,NA,4259
0.75,ta054,7,0.000147,NA,4256
0.75,ta054,8,0.000218,NA,4231
0.75,ta054,9,8.9e-5,NA,4225
0.75,ta054,10,0.000158,NA,4225
0.75,ta054,11,0.00016,NA,4225
0.75,ta054,12,0.000145,NA,4225
0.75,ta054,13,0.000157,NA,4225
0.75,ta054,14,5.9e-5,NA,4216
0.75,ta054,15,0.00021,NA,4216
1.0,ta054,1,7.5e-5,NA,4572
1.0,ta054,2,7.9e-5,NA,4551
1.0,ta054,3,8.6e-5,NA,4503
1.0,ta054,4,6.3e-5,NA,4494
1.0,ta054,5,5.8e-5,NA,4434
1.0,ta054,6,6.3e-5,NA,4407
1.0,ta054,7,0.000102,NA,4399
1.0,ta054,8,6.2e-5,NA,4369
1.0,ta054,9,0.000174,NA,4369
1.0,ta054,10,0.00024,NA,4369
1.0,ta054,11,0.00015,NA,4369
1.0,ta054,12,0.000154,NA,4369
1.0,ta054,13,0.000153,NA,4369
1.0,ta054,14,7.2e-5,NA,4358
1.0,ta054,15,0.000143,NA,4357
0.0,ta055,1,0.000162,NA,4441
0.0,ta055,2,0.000149,NA,4430
0.0,ta055,3,0.000157,NA,4405
0.0,ta055,4,0.000146,NA,4357
0.0,ta055,5,0.000157,NA,4276
0.0,ta055,6,0.000222,NA,4276
0.0,ta055,7,0.000167,NA,4216
0.0,ta055,8,0.000162,NA,4216
0.0,ta055,9,0.000166,NA,4216
0.0,ta055,10,0.000167,NA,4216
0.0,ta055,11,0.000252,NA,4176
0.0,ta055,12,0.000166,NA,4176
0.0,ta055,13,0.000168,NA,4176
0.0,ta055,14,0.000157,NA,4157
0.0,ta055,15,0.000167,NA,4058
0.05,ta055,1,0.000219,NA,4350
0.05,ta055,2,0.000172,NA,4305
0.05,ta055,3,0.000156,NA,4287
0.05,ta055,4,0.000169,NA,4191
0.05,ta055,5,0.000156,NA,4176
0.05,ta055,6,0.00017,NA,4169
0.05,ta055,7,0.000227,NA,4169
0.05,ta055,8,0.00017,NA,4116
0.05,ta055,9,0.000159,NA,4116
0.05,ta055,10,0.000169,NA,4105
0.05,ta055,11,0.000158,NA,4087
0.05,ta055,12,0.000232,NA,4087
0.05,ta055,13,0.000162,NA,4087
0.05,ta055,14,0.000172,NA,4087
0.05,ta055,15,0.000159,NA,4078
0.25,ta055,1,0.00017,NA,4456
0.25,ta055,2,0.00016,NA,4293
0.25,ta055,3,0.000246,NA,4293
0.25,ta055,4,6.0e-5,NA,4291
0.25,ta055,5,6.5e-5,NA,4227
0.25,ta055,6,9.0e-5,NA,4183
0.25,ta055,7,0.000171,NA,4183
0.25,ta055,8,0.000253,NA,4094
0.25,ta055,9,8.5e-5,NA,4041
0.25,ta055,10,0.000162,NA,4041
0.25,ta055,11,0.000183,NA,4041
0.25,ta055,12,0.000256,NA,4041
0.25,ta055,13,0.000337,NA,4041
0.25,ta055,14,0.000277,NA,4040
0.25,ta055,15,0.000284,NA,4040
0.5,ta055,1,0.0001,NA,4652
0.5,ta055,2,0.000121,NA,4612
0.5,ta055,3,6.9e-5,NA,4584
0.5,ta055,4,0.000346,NA,4547
0.5,ta055,5,8.3e-5,NA,4443
0.5,ta055,6,0.000272,NA,4424
0.5,ta055,7,0.000334,NA,4335
0.5,ta055,8,6.8e-5,NA,4324
0.5,ta055,9,7.6e-5,NA,4259
0.5,ta055,10,0.00011,NA,4227
0.5,ta055,11,6.7e-5,NA,4214
0.5,ta055,12,0.000274,NA,4195
0.5,ta055,13,0.000348,NA,4195
0.5,ta055,14,0.00028,NA,4119
0.5,ta055,15,0.000268,NA,4115
0.75,ta055,1,7.8e-5,NA,4666
0.75,ta055,2,6.8e-5,NA,4641
0.75,ta055,3,0.000295,NA,4617
0.75,ta055,4,7.7e-5,NA,4574
0.75,ta055,5,8.0e-5,NA,4564
0.75,ta055,6,8.7e-5,NA,4465
0.75,ta055,7,0.000162,NA,4440
0.75,ta055,8,0.000338,NA,4440
0.75,ta055,9,0.007254,NA,4440
0.75,ta055,10,0.000132,NA,4400
0.75,ta055,11,9.5e-5,NA,4350
0.75,ta055,12,9.1e-5,NA,4249
0.75,ta055,13,6.5e-5,NA,4228
0.75,ta055,14,7.8e-5,NA,4200
0.75,ta055,15,6.8e-5,NA,4158
1.0,ta055,1,7.4e-5,NA,4644
1.0,ta055,2,9.4e-5,NA,4587
1.0,ta055,3,6.9e-5,NA,4515
1.0,ta055,4,7.1e-5,NA,4491
1.0,ta055,5,6.2e-5,NA,4474
1.0,ta055,6,7.8e-5,NA,4440
1.0,ta055,7,5.6e-5,NA,4389
1.0,ta055,8,7.6e-5,NA,4366
1.0,ta055,9,5.5e-5,NA,4365
1.0,ta055,10,0.000151,NA,4365
1.0,ta055,11,0.000129,NA,4316
1.0,ta055,12,8.4e-5,NA,4258
1.0,ta055,13,6.0e-5,NA,4189
1.0,ta055,14,6.2e-5,NA,4185
1.0,ta055,15,6.6e-5,NA,4181
0.0,ta056,1,0.00017,NA,4640
0.0,ta056,2,0.000178,NA,4462
0.0,ta056,3,0.000167,NA,4417
0.0,ta056,4,0.000275,NA,4356
0.0,ta056,5,0.000163,NA,4332
0.0,ta056,6,0.000157,NA,4263
0.0,ta056,7,0.00018,NA,4225
0.0,ta056,8,0.000161,NA,4225
0.0,ta056,9,0.000169,NA,4220
0.0,ta056,10,0.000284,NA,4210
0.0,ta056,11,0.000213,NA,4184
0.0,ta056,12,0.00018,NA,4154
0.0,ta056,13,0.000235,NA,4143
0.0,ta056,14,0.000172,NA,4097
0.0,ta056,15,0.000173,NA,4041
0.05,ta056,1,0.000166,NA,4519
0.05,ta056,2,0.000164,NA,4467
0.05,ta056,3,0.000237,NA,4467
0.05,ta056,4,0.000161,NA,4428
0.05,ta056,5,0.000171,NA,4414
0.05,ta056,6,0.000169,NA,4414
0.05,ta056,7,0.000161,NA,4414
0.05,ta056,8,0.000167,NA,4350
0.05,ta056,9,0.000158,NA,4349
0.05,ta056,10,0.000166,NA,4257
0.05,ta056,11,0.000147,NA,3984
0.05,ta056,12,0.000154,NA,3964
0.05,ta056,13,0.00015,NA,3939
0.05,ta056,14,0.000222,NA,3939
0.05,ta056,15,0.000149,NA,3939
0.25,ta056,1,0.00016,NA,4551
0.25,ta056,2,5.5e-5,NA,4493
0.25,ta056,3,0.000105,NA,4346
0.25,ta056,4,0.000157,NA,4310
0.25,ta056,5,0.000136,NA,4280
0.25,ta056,6,0.000156,NA,4166
0.25,ta056,7,0.000166,NA,4133
0.25,ta056,8,0.000153,NA,4133
0.25,ta056,9,0.000151,NA,4133
0.25,ta056,10,4.7e-5,NA,4122
0.25,ta056,11,0.00016,NA,4122
0.25,ta056,12,0.000212,NA,4113
0.25,ta056,13,0.000162,NA,4113
0.25,ta056,14,0.00016,NA,4091
0.25,ta056,15,0.000163,NA,4048
0.5,ta056,1,0.000131,NA,4530
0.5,ta056,2,7.0e-5,NA,4503
0.5,ta056,3,0.00014,NA,4483
0.5,ta056,4,6.4e-5,NA,4477
0.5,ta056,5,9.0e-5,NA,4403
0.5,ta056,6,7.0e-5,NA,4392
0.5,ta056,7,6.3e-5,NA,4374
0.5,ta056,8,0.000167,NA,4330
0.5,ta056,9,0.000149,NA,4330
0.5,ta056,10,0.000162,NA,4330
0.5,ta056,11,0.000211,NA,4330
0.5,ta056,12,0.000158,NA,4330
0.5,ta056,13,0.000134,NA,4262
0.5,ta056,14,9.0e-5,NA,4236
0.5,ta056,15,9.5e-5,NA,4146
0.75,ta056,1,7.4e-5,NA,4529
0.75,ta056,2,8.4e-5,NA,4426
0.75,ta056,3,6.5e-5,NA,4421
0.75,ta056,4,0.000116,NA,4398
0.75,ta056,5,7.0e-5,NA,4360
0.75,ta056,6,0.000152,NA,4360
0.75,ta056,7,8.6e-5,NA,4345
0.75,ta056,8,6.4e-5,NA,4318
0.75,ta056,9,6.3e-5,NA,4310
0.75,ta056,10,6.1e-5,NA,4302
0.75,ta056,11,6.0e-5,NA,4290
0.75,ta056,12,0.000156,NA,4231
0.75,ta056,13,0.000138,NA,4180
0.75,ta056,14,5.9e-5,NA,4172
0.75,ta056,15,6.5e-5,NA,4139
1.0,ta056,1,8.8e-5,NA,4431
1.0,ta056,2,0.000119,NA,4416
1.0,ta056,3,7.0e-5,NA,4401
1.0,ta056,4,6.4e-5,NA,4394
1.0,ta056,5,6.2e-5,NA,4367
1.0,ta056,6,5.5e-5,NA,4366
1.0,ta056,7,0.000218,NA,4366
